Grau;Área;Emitir;Código;Descrição
 11-12;Escrita;Pesquisa para construir e apresentar conhecimento;W.11-12.9;Extrair evidências de textos literários ou informativos para fundamentar análises, interpretações, reflexões e pesquisas escritas, aplicando um ou mais padrões de leitura de literatura ou de textos informativos do 11º e 12º ano, conforme necessário.
 11-12;Escrita;Intervalo de escrita;W.11-12.10;Escreva rotineiramente por períodos prolongados (tempo para pesquisar, refletir e revisar) e por períodos mais curtos (uma única sessão ou um ou dois dias) para uma variedade de tarefas, propósitos e públicos.
 11-12;Falar e ouvir;Compreensão e colaboração;SL.11-12.1;Iniciar e participar efetivamente de uma variedade de discussões colaborativas (individuais, em grupo e conduzidas pelo professor) com diversos parceiros sobre tópicos, textos e questões dos 11º e 12º anos, construindo sobre as ideias dos outros e expressando as suas próprias ideias de forma clara e persuasiva.
 11-12;Falar e ouvir;Compreensão e colaboração;SL.11-12.1.a;"Participe de discussões preparadas, após ler e pesquisar o material em estudo; utilize explicitamente essa preparação consultando evidências textuais e outras pesquisas sobre o tema ou questão para estimular uma troca de ideias ponderada e bem fundamentada. (Consulte o Padrão de Leitura de Literatura 1 do 11º ano e o Padrão de Leitura Informativa 1 do 12º ano para expectativas específicas sobre o uso de evidências textuais.)"
 11-12;Falar e ouvir;Compreensão e colaboração;SL.11-12.1.b;Trabalhar com os colegas para promover o debate e a tomada de decisões civilizados e democráticos, definir metas e prazos claros e estabelecer funções individuais conforme necessário.
 11-12;Falar e ouvir;Compreensão e colaboração;SL.11-12.1.c;"Incentivar conversas através da formulação e resposta de perguntas que investiguem o raciocínio e as evidências; garantir que uma ampla gama de posições sobre um tópico ou questão seja ouvida; esclarecer, verificar ou contestar ideias e conclusões; e promover perspectivas divergentes e criativas."
 11-12;Falar e ouvir;Compreensão e colaboração;SL.11-12.1.d;"Responda de forma ponderada a diversas perspectivas; sintetize comentários, alegações e evidências apresentadas por todos os lados de uma questão; resolva contradições sempre que possível; e determine quais informações ou pesquisas adicionais são necessárias para aprofundar a investigação ou concluir a tarefa."
 11-12;Falar e ouvir;Compreensão e colaboração;SL.11-12.2;Integrar múltiplas fontes de informação apresentadas em diversos formatos e meios (por exemplo, visualmente, quantitativamente, oralmente) para tomar decisões informadas e resolver problemas, avaliando a credibilidade e a precisão de cada fonte e observando quaisquer discrepâncias entre os dados.
 11-12;Falar e ouvir;Compreensão e colaboração;SL.11-12.3;Avalie o ponto de vista, o raciocínio e o uso de evidências e retórica de um orador, analisando sua posição, premissas, conexões entre ideias, escolha de palavras, pontos de ênfase e tom utilizado.
 11-12;Falar e ouvir;Apresentação de conhecimento e ideias;SL.11-12.4;Apresente informações, descobertas e evidências de apoio, transmitindo uma perspectiva clara e definida para que os ouvintes possam acompanhar a linha de raciocínio. Pontos de vista alternativos ou opostos são abordados, e a organização, o desenvolvimento, o vocabulário, o conteúdo e o estilo são adequados ao propósito, ao público e a uma variedade de tarefas formais e informais. (Consulte os Padrões de Linguagem dos 4º ao 6º ano para expectativas específicas de vocabulário.)
 11-12;Falar e ouvir;Apresentação de conhecimento e ideias;SL.11-12.5;Utilize estrategicamente recursos digitais (como áudio, vídeo e elementos interativos) em apresentações para aprimorar a compreensão das descobertas, do raciocínio e das evidências, além de torná-las mais interessantes.
 11-12;Falar e ouvir;Apresentação de conhecimento e ideias;SL.11-12.6;Adaptar a fala a diversos contextos e tarefas, demonstrando proficiência em inglês formal quando necessário ou apropriado. (Consulte os Padrões de Linguagem 1 e 3 para as séries 11 e 12 para expectativas específicas.)
 11-12;Linguagem;Convenções padrão do inglês;L.11-12.1;"Demonstrar domínio da gramática e das convenções de uso do inglês padrão na escrita e na fala; manter e aprimorar as habilidades linguísticas aprendidas nas séries anteriores. (Consulte o Padrão de Escrita 5 do 11º e 12º ano e o Padrão de Fala e Escuta 6 do 6º ano para fortalecer a escrita e as apresentações aplicando o conhecimento das convenções.)"
 11-12;Linguagem;Convenções padrão do inglês;L.11-12.1.a;Uso das palavras: aplique o entendimento de que o uso é uma questão de convenção, pode mudar com o tempo e às vezes é controverso.
 11-12;Linguagem;Convenções padrão do inglês;L.11-12.1.b;Uso de palavras: Resolva questões de uso complexas ou controversas consultando referências (por exemplo, o Dicionário de Uso da Língua Inglesa Merriam-Webster, o Inglês Americano Moderno de Garner), conforme necessário.
 11-12;Linguagem;Convenções padrão do inglês;L.11-12.2;Demonstre domínio das normas da língua inglesa, incluindo o uso de maiúsculas, pontuação e ortografia, ao escrever.
 11-12;Linguagem;Convenções padrão do inglês;L.11-12.2.a;Respeite as convenções de separação de palavras.
 11-12;Linguagem;Convenções padrão do inglês;L.11-12.2.b;Escreva corretamente, reconhecendo que algumas palavras têm variações comumente aceitas (por exemplo, catálogo).
 11-12;Linguagem;Habilidades linguísticas;L.11-12.3;Aplicar o conhecimento da língua para entender como ela funciona em diferentes contextos, para tomar decisões eficazes em relação ao significado ou estilo e para compreender melhor ao ler ou ouvir.
 11-12;Linguagem;Habilidades linguísticas;L.11-12.3.a;"Variar a sintaxe para alcançar um efeito, consultando referências (por exemplo, Artful Sentences de Tufte) para orientação, conforme necessário; aplicar a compreensão da sintaxe ao estudo de textos complexos durante a leitura."
 11-12;Linguagem;Habilidades linguísticas;L.11-12.3.b;Revise e edite para tornar o trabalho mais conciso e coerente. [Essas habilidades provavelmente exigirão atenção contínua nos anos finais do Ensino Fundamental, pois se aplicam a uma escrita e expressão oral cada vez mais sofisticadas.]
 11-12;Linguagem;Aquisição e uso do vocabulário;L.11-12.4;Determinar ou esclarecer o significado de palavras e frases desconhecidas ou com múltiplos significados, de acordo com a leitura e o conteúdo dos 11º e 12º anos, escolhendo com flexibilidade entre uma variedade de estratégias.
 11-12;Linguagem;Aquisição e uso do vocabulário;L.11-12.4.a;"Utilize o contexto (por exemplo, o significado geral de uma frase, parágrafo ou texto; a posição ou função de uma palavra em uma frase) como uma pista para o significado de uma palavra ou expressão."
 11-12;Linguagem;Aquisição e uso do vocabulário;L.11-12.4.b;Identificar e usar corretamente padrões de mudança de palavras que indicam diferentes significados ou classes gramaticais (por exemplo, conceber, concepção, concebível).
 11-12;Linguagem;Aquisição e uso do vocabulário;L.11-12.4.c;Consulte materiais de referência gerais e especializados (por exemplo, dicionários, glossários, tesauros), tanto impressos quanto digitais, para encontrar a pronúncia de uma palavra ou para determinar ou esclarecer seu significado preciso, sua parte gramatical, sua etimologia ou seu uso padrão.
 11-12;Linguagem;Aquisição e uso do vocabulário;L.11-12.4.d;Verificar a determinação preliminar do significado de uma palavra ou frase (por exemplo, verificando o significado inferido do contexto ou em um dicionário).
 11-12;Linguagem;Aquisição e uso do vocabulário;L.11-12.5;Demonstrar compreensão da linguagem figurada, das relações entre as palavras e das nuances de significado das palavras.
 11-12;Linguagem;Aquisição e uso do vocabulário;L.11-12.5.a;Interpretar figuras de retórica (por exemplo, hipérbole, paradoxo) em contexto e analisar seu papel no texto.
 11-12;Linguagem;Aquisição e uso do vocabulário;L.11-12.5.b;Analise as nuances de significado de palavras com denotações semelhantes.
 11-12;Linguagem;Aquisição e uso do vocabulário;L.11-12.6;"Adquirir e usar com precisão palavras e frases acadêmicas gerais e específicas da área, apropriadas para o seu nível de escolaridade; pesquisar palavras de forma independente e adquirir conhecimento de vocabulário. (Consulte o Padrão 4 de Leitura de Literatura do 11º e 12º ano e o Padrão 4 de Leitura Informativa do 11º e 12º ano para aplicar o conhecimento de vocabulário à leitura; consulte o Padrão 5 de Escrita do 11º e 12º ano e o Padrão 4 de Expressão Oral e Escuta do 11º ano para aprimorar a escrita e as apresentações aplicando o conhecimento de vocabulário.)"
 11-12;Leitura em história e ciências sociais;Ideias e detalhes principais;RCA-H.11-12.1;Cite evidências textuais específicas para fundamentar a análise de fontes primárias e secundárias, conectando o conhecimento adquirido a partir de detalhes específicos com a compreensão do texto como um todo.
 11-12;Leitura em história e ciências sociais;Ideias e detalhes principais;RCA-H.11-12.2;"Identifique as ideias centrais ou informações de uma fonte primária ou secundária; forneça um resumo preciso que esclareça as relações entre os detalhes e as ideias principais."
 11-12;Leitura em história e ciências sociais;Ideias e detalhes principais;RCA-H.11-12.3;Avaliar diversas explicações para ações ou eventos e determinar qual explicação melhor se encaixa nas evidências textuais, reconhecendo onde um texto deixa questões em aberto.
 11-12;Leitura em história e ciências sociais;Artesanato e estrutura;RCA-H.11-12.4;Determinar o significado de palavras e frases acadêmicas gerais e específicas de um domínio, conforme usadas em um texto, incluindo a análise de como um autor usa e refina o significado de um termo-chave ao longo do texto (por exemplo, como Madison define facção no Federalista nº 10).
 11-12;Leitura em história e ciências sociais;Artesanato e estrutura;RCA-H.11-12.5;Analise detalhadamente como uma fonte primária complexa está estruturada, incluindo como frases-chave, parágrafos e trechos maiores do texto contribuem para o todo.
 11-12;Leitura em história e ciências sociais;Artesanato e estrutura;RCA-H.11-12.6;Avalie os diferentes pontos de vista dos autores sobre o mesmo evento ou tema histórico, analisando suas afirmações, raciocínio e evidências.
 11-12;Leitura em história e ciências sociais;Integração de conhecimento e ideias;RCA-H.11-12.7;Integrar e avaliar múltiplas fontes de informação apresentadas em diversos formatos e meios (por exemplo, visualmente, quantitativamente, bem como em palavras) a fim de abordar uma questão ou resolver um problema.
