"dia","grado","asignatura","area","codigo","descricao"
29,"11º","Bíblia","Conteúdo da Unidade - Movimento Adventista","11.UC.11.4.2","Posso explorar os testes bíblicos de um profeta e explorar o papel de Ellen G. White na profecia."
30,"11º","Bíblia","Conteúdo da Unidade - Movimento Adventista","11.UC.11.4.3","Posso explorar as mensagens de Apocalipse 10 e 11, e explicar a importância do estudo da Bíblia e da fé para enfrentar o futuro."
31,"11º","Bíblia","Conteúdo da Unidade - Movimento Adventista","11.UC.11.4.4","Posso identificar a amplitude da Igreja Adventista do Sétimo Dia em todo o mundo hoje, e as áreas de foco dentro da Igreja Adventista do Sétimo Dia (saúde e temperança, educação, impressão, abolição da escravatura, etc.)."
32,"11º","Bíblia","Conteúdo da Unidade - Movimento Adventista","11.UC.11.4.5","Posso aplicar lições de influências-chave, temas e conceitos teológicos."
33,"11º","Bíblia","Conteúdo da Unidade - Movimento Adventista","11.UC.11.4.6","Posso explorar o que significa avivamento e reforma para os cristãos hoje, e tirar conclusões sobre a maneira como as pessoas desenvolvem sua identidade espiritual enquanto estão em uma comunidade de crentes."
34,"11º","Bíblia","Enfoque do Curso","11.CF.1","Posso avaliar e justificar as maneiras pelas quais as Escrituras são a revelação de Deus, levando em conta sua origem e propósito."
35,"11º","Bíblia","Enfoque do Curso","11.CF.2","Posso interpretar e avaliar as crenças fundamentais bíblicas adventistas do sétimo dia."
36,"11º","Bíblia","Enfoque do Curso","11.CF.3","Posso aplicar as crenças adventistas do sétimo dia no discipulado de Cristo através das relações, do estilo de vida e do serviço."
37,"11º","Bíblia","Enfoque do Curso","11.CF.4","Posso utilizar e aplicar os escritos de Ellen G. White como profeta de Deus para aprimorar a compreensão bíblica."
38,"11º","Bíblia","Habilidades do Curso","11.HC.5","Posso aplicar uma ampla gama de técnicas para estudar a Bíblia como seu próprio intérprete, e incorporar sua relevância do passado ao presente; para estudar os escritos de Ellen G. White e outros documentos contemporâneos e históricos."
39,"11º","Bíblia","Habilidades do Curso","11.HC.6","Posso adquirir e integrar conhecimento para analisar histórias bíblicas / conceitos espirituais, com considerável profundidade."
40,"11º","Bíblia","Habilidades do Curso","11.HC.7","Posso desenvolver habilidades de pensamento criativo e de ordem superior (pesquisa, análise, síntese, avaliação, etc.) baseadas em uma cosmovisão bíblica."
41,"11º","Bíblia","Habilidades do Curso","11.HC.8","Posso modificar respostas verbais e não verbais para transmitir uma mensagem clara, envolvente e influente através de uma variedade de tipos de comunicação sobre conceitos espirituais para atender às necessidades de contextos, propósitos e públicos específicos."
42,"11º","Bíblia","Habilidades do Curso","11.HC.9","Posso desenvolver as habilidades para dar razões bíblicas para meu ponto de vista, e responder com perspicácia, a fim de justificar minha posição pessoal."
43,"11º","Bíblia","Habilidades do Curso","11.HC.10","Posso identificar, avaliar e aplicar a relevância dos temas bíblicos e históricos explorados e aplicá-los à minha vida."
44,"11º","Bíblia","Habilidades do Curso","11.HC.11","Posso identificar e investigar as maneiras pelas quais meu relacionamento com Deus e Sua Palavra transforma minha vida e se expressa através do conhecimento, atitudes e ações."
45,"11º","Bíblia","Habilidades do Curso","11.HC.12","Posso aprender habilidades de construção de relacionamentos aplicando princípios bíblicos semelhantes a Cristo: cuidado genuíno pelos outros, lidar com desafios nos relacionamentos humanos, resolução de conflitos, comunicação eficaz, aceitar responsabilidade, participar da comunidade e servir aos outros."
46,"11º","Bíblia","Conteúdo da Unidade - Natureza da Bíblia","11.UC.11.1.1","Posso explicar o propósito, a inspiração e a história da Bíblia."
47,"11º","Bíblia","Conteúdo da Unidade - Natureza da Bíblia","11.UC.11.1.2","Posso avaliar o papel da evidência arqueológica bíblica em fornecer credibilidade à Bíblia."
48,"11º","Bíblia","Conteúdo da Unidade - Natureza da Bíblia","11.UC.11.1.3","Posso delinear a liderança de Deus ao longo da história da igreja através das lentes do grande conflito entre Cristo e Satanás."
49,"11º","Bíblia","Conteúdo da Unidade - Natureza da Bíblia","11.UC.11.1.4","Posso examinar a história do cristianismo, com referência particular à Reforma (pessoas-chave, eventos, conceitos, cronologias, conflitos, doutrinas, etc.)."
50,"11º","Bíblia","Conteúdo da Unidade - Natureza da Bíblia","11.UC.11.1.5","Posso avaliar o impacto do período da Reforma na relevância e valor duradouros da Bíblia."
51,"11º","Bíblia","Conteúdo da Unidade - Natureza da Bíblia","11.UC.11.1.6","Posso relacionar influências e temas-chave do passado com o presente e possíveis eventos futuros."
52,"11º","Bíblia","Conteúdo da Unidade - Natureza da Bíblia","11.UC.11.1.7","Posso desenvolver técnicas para estudar a Bíblia."
53,"11º","Bíblia","Conteúdo da Unidade - Natureza da Bíblia","11.UC.11.1.8","Posso identificar o papel central da Bíblia em viver em um relacionamento com Cristo e sua capacidade de responder a todas as perguntas da vida."
54,"11º","Bíblia","Conteúdo da Unidade - Daniel","11.UC.11.2.1","Posso estudar vários elementos de Daniel (linguística, história, simbolismo, etc.)."
55,"11º","Bíblia","Conteúdo da Unidade - Daniel","11.UC.11.2.2","Posso explorar como o livro de Daniel mostra como Deus reinará supremo, apesar do conflito aqui e agora."
56,"11º","Bíblia","Conteúdo da Unidade - Daniel","11.UC.11.2.3","Posso identificar e aplicar narrativas, mensagens-chave e temas proféticos no livro de Daniel."
57,"11º","Bíblia","Conteúdo da Unidade - Apocalipse","11.UC.11.3.1","Posso estudar vários elementos de Apocalipse (autoria, público, linguística, estrutura, história, simbolismo, etc.)."
58,"11º","Bíblia","Conteúdo da Unidade - Apocalipse","11.UC.11.3.2","Posso identificar e explorar várias qualidades de Jesus ao longo do livro de Apocalipse, como: Doador de Esperança, Mensageiro, Cordeiro Digno, Controlador de todas as coisas, Enxugador de Lágrimas, Juiz Justo, Digno de Adoração, Vingador, Libertador e Noivo."
59,"11º","Bíblia","Conteúdo da Unidade - Apocalipse","11.UC.11.3.3","Posso identificar e aplicar narrativas, mensagens-chave e temas proféticos no livro de Apocalipse."
60,"11º","Bíblia","Conteúdo da Unidade - Apocalipse","11.UC.11.3.4","Posso identificar como construir um relacionamento duradouro com Jesus que perdure para sempre."
61,"11º","Bíblia","Conteúdo da Unidade - Movimento Adventista","11.UC.11.4.1","Posso identificar a liderança de Deus, através do Espírito Santo, no desenvolvimento da Igreja Adventista do Sétimo Dia (pessoas-chave, eventos, conceitos, cronologias, conflitos, doutrinas, etc.)."
62,"11º","Bíblia","Conteúdo da Unidade - Movimento Adventista","11.UC.11.4.2","Posso explorar os testes bíblicos de um profeta e explorar o papel de Ellen G. White na profecia."
63,"11º","Bíblia","Conteúdo da Unidade - Movimento Adventista","11.UC.11.4.3","Posso explorar as mensagens de Apocalipse 10 e 11, e explicar a importância do estudo da Bíblia e da fé para enfrentar o futuro."
64,"11º","Bíblia","Conteúdo da Unidade - Movimento Adventista","11.UC.11.4.4","Posso identificar a amplitude da Igreja Adventista do Sétimo Dia em todo o mundo hoje, e as áreas de foco dentro da Igreja Adventista do Sétimo Dia (saúde e temperança, educação, impressão, abolição da escravatura, etc.)."
65,"11º","Bíblia","Conteúdo da Unidade - Movimento Adventista","11.UC.11.4.5","Posso aplicar lições de influências-chave, temas e conceitos teológicos."
66,"11º","Bíblia","Conteúdo da Unidade - Movimento Adventista","11.UC.11.4.6","Posso explorar o que significa avivamento e reforma para os cristãos hoje, e tirar conclusões sobre a maneira como as pessoas desenvolvem sua identidade espiritual enquanto estão em uma comunidade de crentes."
67,"11º","Bíblia","Enfoque do Curso","11.CF.1","Posso avaliar e justificar as maneiras pelas quais as Escrituras são a revelação de Deus, levando em conta sua origem e propósito."
68,"11º","Bíblia","Enfoque do Curso","11.CF.2","Posso interpretar e avaliar as crenças fundamentais bíblicas adventistas do sétimo dia."
69,"11º","Bíblia","Enfoque do Curso","11.CF.3","Posso aplicar as crenças adventistas do sétimo dia no discipulado de Cristo através das relações, do estilo de vida e do serviço."
70,"11º","Bíblia","Enfoque do Curso","11.CF.4","Posso utilizar e aplicar os escritos de Ellen G. White como profeta de Deus para aprimorar a compreensão bíblica."
71,"11º","Bíblia","Habilidades do Curso","11.HC.5","Posso aplicar uma ampla gama de técnicas para estudar a Bíblia como seu próprio intérprete, e incorporar sua relevância do passado ao presente; para estudar os escritos de Ellen G. White e outros documentos contemporâneos e históricos."
72,"11º","Bíblia","Habilidades do Curso","11.HC.6","Posso adquirir e integrar conhecimento para analisar histórias bíblicas / conceitos espirituais, com considerável profundidade."
73,"11º","Bíblia","Habilidades do Curso","11.HC.7","Posso desenvolver habilidades de pensamento criativo e de ordem superior (pesquisa, análise, síntese, avaliação, etc.) baseadas em uma cosmovisão bíblica."
74,"11º","Bíblia","Habilidades do Curso","11.HC.8","Posso modificar respostas verbais e não verbais para transmitir uma mensagem clara, envolvente e influente através de uma variedade de tipos de comunicação sobre conceitos espirituais para atender às necessidades de contextos, propósitos e públicos específicos."
75,"11º","Bíblia","Habilidades do Curso","11.HC.9","Posso desenvolver as habilidades para dar razões bíblicas para meu ponto de vista, e responder com perspicácia, a fim de justificar minha posição pessoal."
76,"11º","Bíblia","Habilidades do Curso","11.HC.10","Posso identificar, avaliar e aplicar a relevância dos temas bíblicos e históricos explorados e aplicá-los à minha vida."
77,"11º","Bíblia","Habilidades do Curso","11.HC.11","Posso identificar e investigar as maneiras pelas quais meu relacionamento com Deus e Sua Palavra transforma minha vida e se expressa através do conhecimento, atitudes e ações."
78,"11º","Bíblia","Habilidades do Curso","11.HC.12","Posso aprender habilidades de construção de relacionamentos aplicando princípios bíblicos semelhantes a Cristo: cuidado genuíno pelos outros, lidar com desafios nos relacionamentos humanos, resolução de conflitos, comunicação eficaz, aceitar responsabilidade, participar da comunidade e servir aos outros."
79,"11º","Bíblia","Conteúdo da Unidade - Natureza da Bíblia","11.UC.11.1.1","Posso explicar o propósito, a inspiração e a história da Bíblia."
80,"11º","Bíblia","Conteúdo da Unidade - Natureza da Bíblia","11.UC.11.1.2","Posso avaliar o papel da evidência arqueológica bíblica em fornecer credibilidade à Bíblia."
81,"11º","Bíblia","Conteúdo da Unidade - Natureza da Bíblia","11.UC.11.1.3","Posso delinear a liderança de Deus ao longo da história da igreja através das lentes do grande conflito entre Cristo e Satanás."
82,"11º","Bíblia","Conteúdo da Unidade - Natureza da Bíblia","11.UC.11.1.4","Posso examinar a história do cristianismo, com referência particular à Reforma (pessoas-chave, eventos, conceitos, cronologias, conflitos, doutrinas, etc.)."
83,"11º","Bíblia","Conteúdo da Unidade - Natureza da Bíblia","11.UC.11.1.5","Posso avaliar o impacto do período da Reforma na relevância e valor duradouros da Bíblia."
84,"11º","Bíblia","Conteúdo da Unidade - Natureza da Bíblia","11.UC.11.1.6","Posso relacionar influências e temas-chave do passado com o presente e possíveis eventos futuros."
85,"11º","Bíblia","Conteúdo da Unidade - Natureza da Bíblia","11.UC.11.1.7","Posso desenvolver técnicas para estudar a Bíblia."
86,"11º","Bíblia","Conteúdo da Unidade - Natureza da Bíblia","11.UC.11.1.8","Posso identificar o papel central da Bíblia em viver em um relacionamento com Cristo e sua capacidade de responder a todas as perguntas da vida."
87,"11º","Bíblia","Conteúdo da Unidade - Daniel","11.UC.11.2.1","Posso estudar vários elementos de Daniel (linguística, história, simbolismo, etc.)."
88,"11º","Bíblia","Conteúdo da Unidade - Daniel","11.UC.11.2.2","Posso explorar como o livro de Daniel mostra como Deus reinará supremo, apesar do conflito aqui e agora."
89,"11º","Bíblia","Conteúdo da Unidade - Daniel","11.UC.11.2.3","Posso identificar e aplicar narrativas, mensagens-chave e temas proféticos no livro de Daniel."
90,"11º","Bíblia","Conteúdo da Unidade - Apocalipse","11.UC.11.3.1","Posso estudar vários elementos de Apocalipse (autoria, público, linguística, estrutura, história, simbolismo, etc.)."
91,"11º","Bíblia","Conteúdo da Unidade - Apocalipse","11.UC.11.3.2","Posso identificar e explorar várias qualidades de Jesus ao longo do livro de Apocalipse, como: Doador de Esperança, Mensageiro, Cordeiro Digno, Controlador de todas as coisas, Enxugador de Lágrimas, Juiz Justo, Digno de Adoração, Vingador, Libertador e Noivo."
92,"11º","Bíblia","Conteúdo da Unidade - Apocalipse","11.UC.11.3.3","Posso identificar e aplicar narrativas, mensagens-chave e temas proféticos no livro de Apocalipse."
93,"11º","Bíblia","Conteúdo da Unidade - Apocalipse","11.UC.11.3.4","Posso identificar como construir um relacionamento duradouro com Jesus que perdure para sempre."
